# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "16" "-s" "2" "-a" "ref/Saccharomyces_cerevisiae.gtf" "-o" "counts.txt" "-p" "SRR19383416.bam" "SRR19383417.bam" "SRR19383418.bam" "SRR19383407.bam" "SRR19383408.bam" "SRR19383409.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR19383416.bam	SRR19383417.bam	SRR19383418.bam	SRR19383407.bam	SRR19383408.bam	SRR19383409.bam
YHR010W	VIII;VIII	126521;127113	126551;127492	+;+	411	17895	23698	19352	1140	1097	1378
YHR079C-A	VIII;VIII	262192;262441	262354;262553	-;-	276	4	2	1	0	0	2
YHR212C	VIII	537759	538094	-	336	0	0	0	0	0	0
YHR005C	VIII	113499	114917	-	1419	1150	1511	1184	2656	2269	2880
YHR187W	VIII	480990	481919	+	930	393	453	422	447	441	530
YHR183W	VIII	470960	472429	+	1470	18176	23700	20658	8584	7711	10186
YHR205W	VIII	509363	511837	+	2475	1860	2377	2367	2284	2160	2560
YHR139C-A	VIII	380108	380419	-	312	2	3	2	22	18	35
YHR111W	VIII	333072	334394	+	1323	697	864	811	1405	1183	1521
YHR049W	VIII	206462	207193	+	732	965	1410	1131	570	496	531
YHR131W-A	VIII	367747	367992	+	246	3	6	2	7	12	16
YHR072W	VIII	239098	241293	+	2196	1419	1816	1617	2024	1606	1956
YHR209W	VIII	519437	520312	+	876	124	165	117	1482	1280	1583
YHR107C	VIII	326813	328036	-	1224	1222	1353	1290	872	871	991
YHR071W	VIII	237004	237693	+	690	1589	1796	1622	10163	9328	11403
snR71	VIII	411228	411317	+	90	188	259	239	60	80	81
YHR216W	VIII	554396	555967	+	1572	2753	3504	3060	1321	984	1208
YHL013C	VIII	77430	78353	-	924	273	366	346	109	93	148
YHR060W	VIII	220725	221270	+	546	266	396	308	252	226	249
YHR143W-A	VIII	387233	387445	+	213	531	673	643	217	191	245
YHR142W	VIII	383538	384488	+	951	1114	1551	1224	1978	1658	1939
YHR058C	VIII	218997	219884	-	888	266	294	245	528	466	594
YHL008C	VIII	92627	94510	-	1884	642	890	755	1355	1186	1574
YHR054W-A	VIII	214508	214702	+	195	0	0	0	0	0	0
YHR118C	VIII	344321	345628	-	1308	261	353	356	487	397	542
tT(UGU)H	VIII	466990	467061	+	72	0	0	0	0	0	0
YHL048W	VIII	6401	7546	+	1146	466	606	501	1436	1259	1546
YHR157W	VIII	412907	413455	+	549	25	53	26	149	133	177
YHR110W	VIII	332282	332920	+	639	763	888	823	2830	2548	2972
YHR023W	VIII	151666	157452	+	5787	3142	4359	3490	3308	2908	3377
YHR062C	VIII	222877	223758	-	882	349	410	340	96	88	117
YHR219W	VIII	560173	562047	+	1875	2	10	4	12	11	10
YHR136C	VIII	374654	375100	-	447	900	1122	1004	2586	2237	2635
YHL001W	VIII;VIII	104277;104804	104405;105091	+;+	417	5462	6454	6357	850	810	968
YHR181W	VIII	467228	467914	+	687	1385	1454	1458	1810	1707	2054
YHR214C-B	VIII	543964	549346	-	5383	1283	1905	1459	1053	895	1162
YHL009W-B	VIII	85909	91318	+	5410	6	10	19	65	49	74
YHR214C-C	VIII	547910	549346	-	1437	0	0	0	0	0	0
YHL009W-A	VIII	85909	87150	+	1242	0	0	0	0	0	0
YIR015W	IX	381948	382382	+	435	87	118	100	226	174	189
YIL156W-A	IX	47292	47693	+	402	8	2	10	74	75	73
YIL115W-A	IX	144268	144639	+	372	34	24	25	14	20	28
YIL086C	IX	200153	200461	-	309	9	4	11	40	50	35
YIL156W-B	IX;IX	47690;47761	47698;47973	+;+	222	370	417	366	789	658	765
tT(AGU)I2	IX	325748	325820	+	73	5	3	5	2	0	4
YIL146C	IX	74184	75773	-	1590	298	391	315	2759	2589	3003
YIL010W	IX	334882	335529	+	648	631	711	569	1265	1177	1307
YIL117C	IX	140613	141569	-	957	755	946	772	6702	5763	7214
YIL050W	IX	258913	259770	+	858	515	830	636	1276	1215	1494
YIL107C	IX	163278	165761	-	2484	390	597	484	3142	2714	3391
YIL150C	IX	61013	62728	-	1716	300	406	312	298	270	313
YIL165C	IX	33718	34077	-	360	64	80	73	14485	12087	15471
YIL045W	IX	271161	272777	+	1617	149	166	204	2153	1826	2147
YIL126W	IX	117992	122071	+	4080	3053	4061	3804	3060	2459	3110
YIL158W	IX	46201	46815	+	615	414	540	503	188	204	232
YIR018W	IX	384609	385346	+	738	294	296	270	2531	2217	2690
YIR039C	IX	430498	432111	-	1614	178	257	178	6438	5829	7178
YIL082W	IX	205635	206507	+	873	0	0	0	0	0	0
YIL056W	IX	249991	251913	+	1923	623	723	644	1917	1807	2044
YIL161W	IX	39433	40140	+	708	122	223	141	223	174	220
tS(UGA)I	IX	248850	248931	+	82	3	0	0	3	0	2
YIL119C	IX	136654	137877	-	1224	689	868	749	964	814	998
YIL016W	IX	321454	321933	+	480	635	695	668	414	408	461
YIL144W	IX	78074	80149	+	2076	565	846	586	1249	1122	1233
YIL026C	IX	304477	307929	-	3453	1058	1461	1340	1483	1275	1694
tD(GUC)I1	IX	324303	324374	-	72	9	8	10	0	0	1
YIL163C	IX	36899	37252	-	354	10	11	8	83	107	86
YIL139C	IX	87979	88716	-	738	145	178	150	184	135	154
YIL171W	IX	19515	19844	+	330	2	0	0	4	2	0
YIL068C	IX	233057	235474	-	2418	855	1144	981	2057	1713	2290
YIL065C	IX	241308	241775	-	468	285	281	282	562	483	521
YIL098C	IX	179772	180239	-	468	148	169	166	459	332	417
YIL141W	IX	85053	85442	+	390	27	38	46	59	56	63
YIL009W	IX	339344	341428	+	2085	1944	2617	2299	675	660	799
YIR021W-A	IX	398514	398726	+	213	2	0	2	3	2	5
YIR020C-B	IX	397215	397949	-	735	4	13	4	20	24	25
YIL044C	IX	272950	273846	-	897	713	905	754	1505	1392	1738
YIR020W-A	IX	394917	395159	+	243	0	1	5	15	14	10
YIR004W	IX	363221	364519	+	1299	708	819	742	701	685	738
YIL092W	IX	189066	190967	+	1902	189	188	204	1058	832	1048
tD(GUC)I2	IX	336349	336420	-	72	8	6	19	3	1	4
YIL136W	IX	93619	94800	+	1182	56	67	92	1618	915	1066
YIR022W	IX	398733	399236	+	504	644	879	849	1224	976	1149
YIL002W-A	IX	350301	350510	+	210	510	759	676	476	427	502
YIL066W-A	IX	237366	237809	+	444	10	16	14	27	37	42
YIL133C	IX;IX	98527;99386	99095;99416	-;-	600	19833	23792	21213	1424	1219	1604
YIL123W	IX	128151	129581	+	1431	7313	9205	9204	3833	3570	4323
YIR001C	IX	356143	356895	-	753	274	398	300	562	521	652
YIL153W	IX	55198	56379	+	1182	629	671	698	987	835	1076
YIR002C	IX	357415	360396	-	2982	749	1115	997	1944	1652	2071
YIL108W	IX	160887	162977	+	2091	1363	1627	1628	4988	4242	5541
YIR023C-A	IX	402383	402706	-	324	9	14	6	16	7	7
YIL067C	IX	235724	237760	-	2037	786	996	909	1407	1263	1592
YIR019C	IX	389572	393675	-	4104	73	100	120	647	532	717
YIL028W	IX	302100	302498	+	399	54	28	41	619	568	713
YIL134W	IX	97395	98330	+	936	292	346	313	429	360	427
YIL159W	IX	41825	45952	+	4128	578	744	613	422	431	470
YIL011W	IX	333727	334536	+	810	140	178	177	37	36	53
YIL110W	IX	156045	157178	+	1134	817	1198	855	463	449	424
YIL131C	IX	100781	102235	-	1455	749	879	805	499	460	622
YIL128W	IX	113806	116904	+	3099	1838	2258	2029	2017	1724	2136
YIL064W	IX	241943	242716	+	774	575	819	787	61	53	60
YIL071C	IX	228660	229994	-	1335	213	286	245	1379	1134	1285
YIL147C	IX	69791	73453	-	3663	2349	3155	2745	2226	2022	2569
YIL149C	IX	63028	68067	-	5040	1888	2768	2379	1590	1311	1701
YIL106W	IX;IX	166415;166520	166434;167444	+;+	945	508	639	595	1231	1017	1373
YIL005W	IX	345692	347797	+	2106	1259	1795	1378	1822	1522	1741
YIL169C	IX	23119	26106	-	2988	346	419	474	421	448	517
YIL004C	IX;IX	347946;348495	348363;348505	-;-	429	286	426	335	454	359	460
YIR014W	IX	381086	381814	+	729	64	99	72	363	283	337
tE(CUC)I	IX	197592	197663	+	72	5	0	1	2	5	1
YIR033W	IX	416124	419465	+	3342	1696	2407	2059	1799	1490	1903
YIL105C	IX	167581	169641	-	2061	702	876	765	2624	2430	2820
YIL057C	IX	247902	248396	-	495	0	5	3	12	12	9
YIL017C	IX	318200	320965	-	2766	649	754	639	4951	4393	5358
YIL132C	IX	99860	100501	-	642	59	87	64	79	111	107
YIL070C	IX	230272	231072	-	801	597	675	547	534	492	550
YIL051C	IX	257843	258280	-	438	12600	15646	13714	12618	11002	14423
YIL118W	IX	139752	140447	+	696	967	1261	1014	763	770	919
YIL097W	IX	180427	181977	+	1551	185	267	223	2189	2161	2533
YIR034C	IX	419615	420736	-	1122	1131	1286	1066	8543	7088	9422
YIL109C	IX	157385	160165	-	2781	8166	9977	9374	9429	8180	10586
YIL102C-A	IX	173365	173592	-	228	110	148	124	655	495	693
YIL105W-A	IX	167664	167804	+	141	6	6	2	14	12	17
YIL084C	IX	202276	203259	-	984	206	295	328	860	658	861
YIL039W	IX	278426	279847	+	1422	1963	2778	2266	1896	1483	1800
YIR003W	IX	360885	362924	+	2040	671	886	833	1819	1610	2068
YIR031C	IX	413015	414679	-	1665	308	324	305	1960	1870	2414
YIL074C	IX	221081	222490	-	1410	2881	3715	3197	80990	71500	85465
YIL022W	IX	311165	312460	+	1296	719	944	857	894	825	960
YIL030C	IX	296050	300009	-	3960	5779	7270	6564	4486	3921	4829
YIL140W	IX	85366	87837	+	2472	1115	1543	1577	1463	1240	1454
YIL031W	IX	292633	295737	+	3105	900	1232	1048	1224	1156	1495
YIL014W	IX	326103	327995	+	1893	829	1126	924	1422	1223	1446
YIL137C	IX	89948	92788	-	2841	2578	3470	2987	3120	2563	3303
YIR037W	IX	423128	423619	+	492	1870	2216	1924	4205	3687	4601
YIL127C	IX	117024	117644	-	621	350	427	347	56	35	47
YIL143C	IX	80510	83041	-	2532	843	1066	1065	2108	1807	2337
YIL079C	IX	210923	212005	-	1083	477	634	570	121	104	114
YIR008C	IX	373077	374306	-	1230	473	598	487	967	860	933
YIL040W	IX	277723	278139	+	417	685	689	698	730	628	724
YIL129C	IX	106107	113237	-	7131	4133	5756	4699	9310	8253	10075
YIL100C-A	IX	177343	177681	-	339	6	7	7	22	28	36
YIL124W	IX	126204	127097	+	894	1420	1655	1605	7598	7160	8933
YIL042C	IX	275108	276292	-	1185	161	251	216	1019	878	1144
YIL115C	IX	144327	148709	-	4383	4405	5810	5177	4872	4171	5457
YIL035C	IX	287790	288908	-	1119	717	1000	931	1044	791	1001
YIL176C	IX	8793	9155	-	363	0	0	0	0	0	0
YIL006W	IX	344062	345183	+	1122	299	327	285	803	803	964
YIL048W	IX	261437	264892	+	3456	2507	3278	2598	6903	5952	7434
YIL066C	IX	238099	240708	-	2610	216	277	211	754	581	788
YIR029W	IX	410807	411838	+	1032	58	67	88	304	291	310
YIR018C-A	IX	385564	385701	-	138	8	5	6	156	142	181
YIL094C	IX	186517	187632	-	1116	2514	3330	2737	1994	1887	2221
YIL103W	IX	171751	173028	+	1278	604	717	711	129	122	173
YIL155C	IX	51759	53708	-	1950	565	769	711	4698	4501	5560
YIL152W	IX	56545	57252	+	708	140	160	149	600	566	632
YIL046W-A	IX	268309	268473	+	165	7	4	4	26	24	32
YIL002C	IX	350591	353431	-	2841	697	946	802	2167	1681	2276
YIR030W-A	IX	412899	413282	+	384	8	11	1	51	44	41
YIL047C-A	IX	265099	265467	-	369	26	38	34	271	224	246
YIL156W	IX	48091	51306	+	3216	981	1319	1233	2185	1748	2190
YIR012W	IX	378486	379781	+	1296	2352	2952	2735	749	578	780
YIL112W	IX	151595	154846	+	3252	813	1026	825	1142	904	1103
YIL025C	IX	308201	308575	-	375	2	2	5	9	1	6
YIL175W	IX	9183	9500	+	318	0	0	0	0	0	0
YIL100W	IX	177373	177726	+	354	6	6	3	87	62	48
YIR026C	IX	404873	405967	-	1095	616	808	760	73	64	82
YIR025W	IX	403659	404765	+	1107	61	107	84	171	139	195
YIR042C	IX	435273	435983	-	711	61	93	90	2649	2378	2832
YIL075C	IX	217863	220700	-	2838	7189	8893	7913	8597	7533	9160
YIL068W-A	IX	233013	233396	+	384	9	4	11	9	18	15
YIL063C	IX	242761	243744	-	984	628	836	690	867	667	762
YIL018W	IX;IX	316768;317172	316771;317932	+;+	765	47269	59994	52699	2873	2602	3231
YIL027C	IX	303679	304104	-	426	604	856	615	587	520	553
YIL085C	IX	200490	202043	-	1554	1056	1403	1254	1807	1559	1804
snR68	IX	97111	97246	+	136	375	468	510	547	365	520
YIL008W	IX	342536	342835	+	300	521	540	568	104	85	106
YIL030W-A	IX	295565	295903	+	339	18	24	18	35	26	39
YIL076W	IX	216658	217548	+	891	1947	2463	2081	2691	2453	3082
YIR036W-A	IX	422635	423036	+	402	14	15	7	51	54	43
YIL029C	IX	300829	301257	-	429	65	62	63	775	758	907
YIR023W	IX	399777	402689	+	2913	849	1048	955	857	639	936
tT(AGU)I1	IX	175031	175103	+	73	13	18	9	16	18	22
YIL053W	IX	255115	255867	+	753	15372	20410	16635	2737	2451	2952
YIL101C	IX	175307	177250	-	1944	69	70	69	1017	897	1054
YIL120W	IX	134417	136108	+	1692	188	216	159	650	554	789
YIL174W	IX	9469	9696	+	228	0	0	0	0	0	0
YIL032C	IX	291961	292317	-	357	0	0	0	4	0	2
YIL142C-A	IX	83208	83540	-	333	33	19	25	22	28	22
YIL164C	IX	34087	34686	-	600	95	138	101	17579	13852	18102
YIL096C	IX	182117	183127	-	1011	323	508	394	33	26	23
YIL160C	IX	40191	41444	-	1254	6	6	0	301	291	380
YIL134C-A	IX	96522	96725	-	204	14	5	5	28	25	26
YIL062C	IX	243998	244462	-	465	1043	1199	1081	2639	2341	2951
YIL151C	IX	57338	60694	-	3357	1296	1838	1520	2757	2387	2973
YIL059C	IX	246550	246915	-	366	88	136	105	1407	1107	1419
YIR030C	IX	412036	412770	-	735	73	106	81	66	54	94
YIL083C	IX	203556	204653	-	1098	571	799	748	900	784	1023
YIL019W	IX	315093	316133	+	1041	205	321	303	15	32	27
YIL020C-A	IX	313713	314051	-	339	14	20	29	12	8	20
YIL099W	IX	178004	179653	+	1650	26	27	28	820	657	925
YIL093C	IX	187990	188784	-	795	291	372	383	656	562	665
YIR024C	IX	402841	403491	-	651	60	110	77	251	193	265
YIL135C	IX	95065	96375	-	1311	668	758	695	1244	1092	1347
YIL020C	IX	314035	314820	-	786	257	384	375	140	134	121
YIL023C	IX	309386	310426	-	1041	699	833	759	3263	2851	3507
YIL177W-A	IX	846	1328	+	483	0	0	0	0	0	0
YIL037C	IX	283029	284999	-	1971	25	20	29	82	54	85
YIL142W	IX	83302	84885	+	1584	3504	4435	4073	2029	1847	2438
YIR041W	IX	433929	434303	+	375	0	0	2	72	73	101
YIL034C	IX	289226	290089	-	864	1171	1663	1402	3595	3208	3883
YIL073C	IX;IX	222937;225900	225809;225954	-;-	2928	41	44	45	264	223	287
YIL091C	IX	191030	193195	-	2166	896	1256	1130	220	178	277
YIL078W	IX	212499	214703	+	2205	15965	21428	17684	1830	1546	1974
YIL052C	IX;IX	256226;257027	256554;257063	-;-	366	11838	15412	13068	915	838	1045
YIR017C	IX	383556	384119	-	564	97	123	102	4719	3406	4181
YIL125W	IX	122689	125733	+	3045	4342	5280	4511	9930	8653	10756
YIL154C	IX	53981	55021	-	1041	224	245	316	570	641	714
PWR1	IX	395999	396939	+	941	2	3	2	13	16	7
YIL138C	IX	89230	89715	-	486	1072	1328	1175	1059	1044	1276
YIL130W	IX	102782	105676	+	2895	1204	1598	1395	1130	1104	1392
YIL071W-A	IX	228550	229026	+	477	20	37	12	119	99	109
YIL043C	IX	274072	274926	-	855	4460	5824	5243	3469	2860	3761
YIR013C	IX	380019	380384	-	366	9	22	2	44	41	42
YIL055C	IX	252042	253925	-	1884	166	254	203	1938	1563	2108
YIL014C-A	IX	325212	325526	-	315	133	140	116	416	372	413
YIL049W	IX	260158	260919	+	762	431	526	461	1129	970	1202
YIL162W	IX	37385	38983	+	1599	1815	2383	1988	1957	1773	2301
YIL104C	IX	169982	171505	-	1524	441	533	476	346	291	414
YIL077C	IX	214991	215953	-	963	142	235	209	1634	1290	1690
YIR032C	IX	415030	415617	-	588	52	52	51	887	762	931
YIL007C	IX	342994	343656	-	663	202	250	170	1025	800	1027
YIL021W	IX	312905	313861	+	957	858	1125	1024	648	464	610
YIR020C	IX	394255	394557	-	303	0	0	0	0	0	0
YIL038C	IX	280142	282652	-	2511	980	1326	1165	665	548	643
YIR011C	IX	377287	378246	-	960	540	658	640	2328	2059	2302
YIL046W	IX	268651	270573	+	1923	604	634	695	16705	15260	18830
YIL157C	IX	46949	47542	-	594	506	544	510	1414	1276	1596
YIL171W-A	IX	18260	18712	+	453	0	0	0	0	0	1
YIL121W	IX	132244	133872	+	1629	4846	5945	5201	3424	2893	3577
YIL170W	IX	19847	21220	+	1374	7	4	2	21	16	26
YIR038C	IX	423809	424513	-	705	808	881	888	7186	6542	8129
YIR027C	IX	406260	407642	-	1383	22	31	33	102	134	138
YIL088C	IX	197931	199403	-	1473	1963	2698	2379	12427	10812	13194
YIR028W	IX	408468	410375	+	1908	19	32	26	147	111	162
YIL001W	IX	353940	355481	+	1542	265	361	335	1177	975	1142
tK(CUU)I	IX	300228	300300	-	73	4	5	1	0	1	2
YIL173W	IX	11492	16141	+	4650	46	31	37	81	53	108
tE(UUC)I	IX	370417	370488	+	72	3	5	1	4	1	5
YIL177C	IX;IX	483;4987	4598;6147	-;-	5277	2	4	2	13	11	4
YIL054W	IX	254543	254860	+	318	1	1	0	16	10	22
YIL148W	IX;IX	68708;69150	68715;69528	+;+	387	23590	28681	24813	2418	2267	2869
YIR017W-A	IX	383566	384165	+	600	4	0	3	95	77	82
YIL145C	IX	76354	77283	-	930	1080	1295	1203	930	822	1068
YIR006C	IX	365466	369908	-	4443	5357	7015	6397	4080	3505	4478
YIL013C	IX	328207	332442	-	4236	250	288	276	1121	982	1254
YIL114C	IX	149143	149988	-	846	863	1175	989	3133	2487	3244
YIR035C	IX	421026	421790	-	765	634	775	707	1306	1197	1332
YIR007W	IX	370704	372998	+	2295	371	477	504	2232	1908	2462
YIL113W	IX	150559	151188	+	630	64	99	65	1287	1141	1534
YIL036W	IX	285666	287429	+	1764	659	847	735	3938	3529	4439
YIR010W	IX	375431	377161	+	1731	369	530	463	589	435	601
YIL033C	IX	290419	291669	-	1251	1478	1879	1643	4128	3525	4584
YIR009W	IX	374525	374860	+	336	70	72	73	352	293	322
YIL041W	IX	276525	277505	+	981	3164	3868	3492	3107	2785	3463
YIL087C	IX	199646	200119	-	474	145	147	165	2352	2152	2632
ICR1	IX	393884	397082	-	3199	400	604	521	3248	2651	3241
YIR036C	IX	422074	422865	-	792	580	695	658	1941	1661	2103
YIL122W	IX	130610	131665	+	1056	114	100	110	301	224	386
tI(AAU)I2	IX	210665	210738	+	74	4	10	2	2	7	4
YIL021C-A	IX	313199	313468	-	270	19	18	23	9	2	6
YIL090W	IX	193595	195070	+	1476	1491	1955	1664	2931	2671	3169
YIL012W	IX	333011	333352	+	342	5	0	7	51	25	37
YIL024C	IX	308602	309171	-	570	75	80	90	191	152	225
YIL111W	IX	155311	155765	+	455	382	496	361	3138	2599	3179
YIL095W	IX	183937	186369	+	2433	500	607	602	1003	843	1023
YIL029W-A	IX	299735	300106	+	372	24	13	28	13	11	16
YIL089W	IX	195599	196216	+	618	44	52	49	219	219	279
YIL166C	IX	30938	32566	-	1629	78	132	66	125600	107715	141068
YIL060W	IX	246392	246826	+	435	2	7	5	17	12	20
tI(AAU)I1	IX	183440	183513	-	74	6	0	4	1	8	4
YIL009C-A	IX;IX	335666;335937	335935;336212	-;-	546	287	347	273	1107	957	1047
YIL061C	IX	244657	245559	-	903	118	192	177	227	151	217
YIR040C	IX	433389	433721	-	333	0	0	0	2	2	0
YIL102C	IX	174582	174887	-	306	0	0	0	1	8	11
YIL069C	IX;IX	231553;232367	231957;232369	-;-	408	10579	12937	11236	854	876	979
YIR016W	IX	382628	383425	+	798	124	164	179	959	788	1011
YIR021W	IX	397294	398385	+	1092	376	481	393	325	327	342
YIL172C	IX	16784	18553	-	1770	0	0	0	1	0	0
YIL072W	IX	226602	228419	+	1818	35	38	37	408	320	383
YIL058W	IX	246914	247198	+	285	5	10	4	69	61	84
YIL047C	IX	265115	267823	-	2709	3498	4457	4072	42389	37190	46712
YIL015W	IX	322342	324105	+	1764	46	51	26	75	60	109
YIR005W	IX	364889	365335	+	447	65	122	82	280	224	286
YIL116W	IX	142928	144085	+	1158	1491	1825	1549	5297	4480	5519
YIL003W	IX	349122	350003	+	882	340	404	339	704	586	754
YIL082W-A	IX	205635	210132	+	4498	180	228	297	408	310	377
YCR031C	III;III	177500;178214	177906;178220	-;-	414	30286	36830	33263	3028	2706	3454
YCL011C	III	102075	103358	-	1284	1905	2411	2324	2596	2406	2689
YCL040W	III	50838	52340	+	1503	4372	5025	3937	67051	57691	74201
YCR052W	III	214994	216445	+	1452	852	1206	1062	938	757	990
YCR100C	III	301271	302221	-	951	108	124	131	2901	2378	2945
YCR107W	III	313890	314981	+	1092	223	349	332	928	776	921
YCL002C	III;III	110808;111634	111557;111675	-;-	792	809	984	842	1187	1031	1277
YCL024W	III	79162	82275	+	3114	693	828	716	441	329	418
YCR060W	III	224399	224734	+	336	291	320	289	279	175	260
YCR071C	III	240103	240543	-	441	188	268	245	268	188	237
YCR007C	III	126011	126730	-	720	65	86	67	583	590	697
YCL012C	III;III	101317;101701	101633;101788	-;-	405	290	331	288	978	707	1032
YCR081C-A	III	258415	258651	-	237	1	7	13	19	25	14
YCR036W	III	193297	194298	+	1002	628	810	748	2994	2468	2996
YCR063W	III	228318	228791	+	474	140	139	113	111	118	145
YCL042W	III	50584	50943	+	360	8	6	6	25	22	28
YCR097W-A	III	294439	294705	+	267	0	0	0	0	2	0
YCR025C	III	163446	163856	-	411	27	17	23	31	21	51
tK(CUU)C	III	151284	151356	-	73	0	1	0	0	0	0
YCR069W	III	239055	240011	+	957	1569	2093	1824	4659	3973	5446
YCR041W	III	200911	201243	+	333	6	4	4	10	12	8
YCR102W-A	III	306735	306932	+	198	5	17	13	32	44	40
YCR020C-A	III	154830	155096	-	267	363	398	337	690	695	827
YCL075W	III	2126	2566	+	441	0	1	0	2	0	0
YCR092C	III	276764	279820	-	3057	628	764	796	1494	1144	1582
YCR005C	III	120946	122328	-	1383	3055	4053	3640	16241	15058	18850
YCR038W-A	III	199293	199418	+	126	3	4	1	9	8	8
YCL034W	III	61658	62722	+	1065	646	949	842	3598	3109	3963
YCL026C-B	III	73405	73986	-	582	50	74	67	1293	1213	1622
YCR020W-B	III	155320	155556	+	237	152	187	140	285	266	292
YCR094W	III	286762	287937	+	1176	806	1004	790	761	720	892
YCL028W	III	70150	71367	+	1218	1353	1734	1668	1671	1561	1709
YCL029C	III	68599	69921	-	1323	248	353	297	533	435	525
YCL074W	III	2824	3750	+	927	0	0	0	2	0	1
tQ(UUG)C	III	168301	168372	-	72	2	5	2	3	3	8
YCR086W	III	263392	263964	+	573	127	180	138	210	186	248
YCR006C	III	122530	123003	-	474	66	82	69	226	204	222
YCR083W	III	259578	259961	+	384	399	388	397	1316	1184	1525
YCL039W	III	52645	54882	+	2238	441	623	546	1900	1754	1972
YCL037C	III	57374	58678	-	1305	2964	3806	3741	293	249	313
tE(UUC)C	III	82462	82533	-	72	8	3	6	8	0	10
YCL004W	III	109105	110670	+	1566	241	342	310	588	507	656
YCL076W	III	1392	2135	+	744	0	0	0	0	0	4
YCR011C	III	133724	136873	-	3150	3612	4896	4004	17309	14723	18057
YCL054W-A	III	30910	30996	+	87	0	0	0	0	0	4
YCR020C	III	154012	154659	-	648	57	83	77	723	573	770
YCL065W	III	13751	14119	+	369	3	0	0	1	2	0
YCL057W	III	24768	26906	+	2139	3259	4668	3726	5597	4912	5781
YCL069W	III	9706	11082	+	1377	0	0	0	28	6	19
YCR045W-A	III	208751	209101	+	351	103	125	108	304	286	399
YCL048W	III	42165	43556	+	1392	7	14	7	32	26	45
YCR002C	III	117380	118348	-	969	1544	1900	1555	2510	2191	2686
YCR035C	III	191834	193018	-	1185	814	1045	882	1043	947	1153
YCR066W	III	231500	232963	+	1464	160	191	179	501	470	588
YCR032W	III	179520	186023	+	6504	1393	1886	1773	5304	4332	5368
YCL059C	III	22429	23379	-	951	1307	1603	1370	86	75	130
YCR079W	III	252845	254173	+	1329	369	460	491	1709	1483	1890
YCR021C	III	156109	157107	-	999	114	100	107	1667	1181	1479
YCL026C-A	III	74704	75285	-	582	16	22	12	49	25	47
YCL046W	III	46640	46963	+	324	6	4	8	7	26	9
YCR104W	III	307801	308175	+	375	9	12	8	71	51	91
YCL001W	III	111916	112482	+	567	1479	1730	1574	2176	2004	2477
YCR054C	III	218376	220067	-	1692	459	608	476	658	620	683
YCR046C	III	209914	210423	-	510	257	354	362	313	308	320
YCR064C	III	228095	228505	-	411	36	32	28	81	57	73
YCL001W-B	III	113770	114024	+	255	1	2	5	19	16	16
YCR017C	III	144773	147634	-	2862	6522	8184	7456	10007	8534	11123
YCR097W	III;III;III	293835;293994;294292	293939;294239;294321	+;+;+	381	0	0	0	0	0	0
YCL041C	III	50133	50627	-	495	11	6	2	93	77	77
YCR043C	III	206261	206644	-	384	1044	1260	1031	714	626	750
YCR095W-A	III	289639	289797	+	159	21	27	17	166	153	136
YCL009C	III	104619	105548	-	930	7446	9580	8529	8365	7518	8956
tP(AGG)C	III	123577	123648	-	72	13	15	52	21	9	19
YCR014C	III	139185	140933	-	1749	236	317	246	584	434	559
YCL036W	III	59026	60726	+	1701	408	458	424	83	40	60
YCR051W	III	214071	214739	+	669	565	702	758	214	221	273
YCL045C	III	44623	46905	-	2283	6221	7965	6622	5116	4679	5606
YCL005W	III	108021	108791	+	771	505	672	550	1041	837	1055
snR43	III	107504	107712	-	209	3044	3413	4126	3823	2798	4120
YCR088W	III	265068	266846	+	1779	2989	3922	3595	4308	3858	4887
YCR037C	III	194414	197185	-	2772	1087	1402	1081	3502	2755	3567
YCR077C	III	250238	252628	-	2391	2927	3918	3589	5238	4743	5719
YCR009C	III	130745	131542	-	798	1566	1951	1676	3436	3046	3736
YCR098C	III	297049	298605	-	1557	85	102	91	2264	1868	2246
YCR047W-A	III	211301	211507	+	207	9	4	9	13	18	7
YCR073W-A	III	246963	247910	+	948	553	597	594	2032	1775	1974
YCR039C	III	199546	200178	-	633	0	0	0	2	1	0
YCL032W	III	63441	64481	+	1041	239	289	223	724	557	748
YCR049C	III	211871	212317	-	447	7	12	9	24	10	24
YCR076C	III	249293	250045	-	753	196	290	232	572	486	634
YCL057C-A	III	24032	24325	-	294	611	730	684	769	642	760
YCR053W	III	216697	218241	+	1545	9923	12904	11687	3235	2635	3327
YCL008C	III	105696	106853	-	1158	401	483	522	1447	1301	1678
YCR072C	III	240805	242352	-	1548	758	944	828	98	66	81
YCR057C	III	220457	223228	-	2772	2549	3296	2954	176	149	210
YCL044C	III	47111	48364	-	1254	456	591	579	756	630	708
YCL033C	III	62776	63282	-	507	370	419	423	1247	1073	1352
YCL030C	III	65934	68333	-	2400	9931	11839	10578	18559	16178	18449
YCL068C	III	11503	12285	-	783	0	0	0	0	0	1
YCL035C	III	60841	61173	-	333	918	1189	993	7216	6379	7840
YCR008W	III	128470	130281	+	1812	2089	2596	2240	1764	1625	2093
tS(CGA)C	III;III	227942;227998	227978;228042	+;+	82	17	13	17	10	15	10
YCR091W	III	274404	276566	+	2163	160	215	164	1659	1405	1869
YCR108C	III	315997	316188	-	192	0	0	0	0	0	0
